policy	arm_pulled	reward	regret
UCB	109509	0	0.0148986
UCB	109492	0	0.0809678
UCB	109495	0	0.0288989
UCB	109519	0	0.0133459
UCB	109473	0	0.00573678
UCB	109501	0	0.0101947
UCB	109453	0	0.00666611
UCB	109502	0	0.0389584
UCB	109503	0	0.0128271
UCB	109484	0	0.00953153
UCB	109506	0	0.017657
UCB	109510	0	0.00864214
UCB	109508	0	0.00529508
UCB	109513	0	0.00236036
UCB	109512	0	0.0417992
UCB	109514	0	0.00686383
UCB	109511	0	0.0149766
UCB	109494	0	0.0280363
UCB	109515	0	0.00884482
UCB	109509	0	0.0148986
UCB	109498	0	0.0555823
UCB	109510	0	0.0350307
UCB	109503	0	0.0128271
UCB	109502	0	0.0392914
UCB	109506	0	0.017657
UCB	109484	0	0.00953153
UCB	109508	1	0.0159609
UCB	109508	0	0.0159609
UCB	109508	0	0.00529508
UCB	109508	0	0.00259729
UCB	109508	0	0.00529508
UCB	109508	0	0.00529508
UCB	109473	0	0.0513396
UCB	109519	0	0.0721313
UCB	109453	0	0.00666611
UCB	109501	0	0.0101947
UCB	109495	0	0.0288989
UCB	109492	0	0.0773944
UCB	109514	0	0.00686383
UCB	109513	0	0
UCB	109512	0	0.00707958
UCB	109508	0	0.00529508
UCB	109510	0	0.00864214
UCB	109515	0	0.00884482
UCB	109494	0	0.00779588
UCB	109498	0	0.0114467
UCB	109509	0	0.0157951
UCB	109511	0	0.0149766
UCB	109506	0	0.017657
UCB	109484	1	0.0347927
UCB	109484	0	0.00953153
UCB	109484	0	0.00953153
UCB	109484	0	0.00953153
UCB	109484	0	0.00953153
UCB	109484	0	0.0347927
UCB	109502	0	0.0360025
UCB	109503	0	0.0128271
UCB	109501	0	0.0101947
UCB	109473	0	0.0558866
UCB	109519	0	0.0721313
UCB	109453	0	0.0380794
UCB	109495	0	0.0512491
UCB	109492	0	0.0773944
UCB	109512	0	0.0387683
UCB	109484	0	0.00953153
UCB	109513	0	0.00455959
UCB	109514	0	0.00686383
UCB	109510	0	0.00864214
UCB	109508	0	0.00529508
UCB	109515	0	0.00884482
UCB	109498	0	0.0483074
UCB	109494	0	0.0416231
UCB	109509	0	0.0174353
UCB	109511	0	0.00324998
UCB	109502	0	0.00753377
UCB	109503	0	0.0128271
UCB	109506	0	0.0448069
UCB	109514	0	0.00686383
UCB	109513	0	0.00236036
UCB	109512	0	0.00707958
UCB	109484	0	0.00953153
UCB	109510	0	0.0444721
UCB	109508	0	0.0165401
UCB	109473	0	0.00573678
UCB	109501	0	0.0101947
UCB	109492	0	0.0132199
UCB	109453	0	0.0177105
UCB	109519	0	0.0133459
UCB	109495	0	0.0288989
UCB	109506	0	0.0126482
UCB	109502	0	0.00753377
UCB	109503	0	0
UCB	109515	0	0.0761093
UCB	109511	0	0.0149766
UCB	109498	0	0.0237137
UCB	109509	0	0.0174353
UCB	109494	0	0.000777971
UCB	109510	0	0
UCB	109508	0	0.00529508
UCB	109514	0	0.00686383
UCB	109512	0	0.0160612
UCB	109484	0	0.00953153
UCB	109513	0	0.052577
UCB	109453	0	0.0177105
UCB	109473	0	0.00573678
UCB	109519	0	0.0133459
UCB	109495	0	0.0104911
UCB	109501	0	0.0101947
UCB	109492	0	0.0809678
UCB	109502	0	0.00753377
UCB	109503	0	0.0128271
UCB	109506	0	0.0430702
UCB	109508	0	0.00529508
UCB	109510	1	0.00864214
UCB	109510	0	0
UCB	109510	0	0
UCB	109510	0	0
UCB	109510	0	0
UCB	109510	0	0.0350307
UCB	109498	0	0.0237137
UCB	109494	0	0.0201774
UCB	109509	1	0.0157951
UCB	109509	0	0.0148986
UCB	109509	0	0.0603849
UCB	109509	0	0.0157951
UCB	109509	0	0.0148986
UCB	109509	0	0.0174353
UCB	109509	0	0.0148986
UCB	109511	0	0.0149766
UCB	109515	0	0.00884482
UCB	109514	0	0.0402287
UCB	109512	0	0.00707958
UCB	109513	0	0.00455959
UCB	109484	0	0.0535884
UCB	109510	0	0
UCB	109492	0	0.0380704
UCB	109473	0	0.0513396
UCB	109495	0	0.0104911
UCB	109501	0	0.0254296
UCB	109519	0	0.0133459
UCB	109453	0	0.0177105
UCB	109508	0	0.00529508
UCB	109503	0	0.0128271
UCB	109509	0	0.0148986
UCB	109502	0	0.0360025
UCB	109506	0	0.0126482
UCB	109512	0	0.00707958
UCB	109513	0	0.00236036
UCB	109484	0	0.0340802
UCB	109514	0	0.0402287
UCB	109494	0	0.0280363
UCB	109498	0	0.0483074
UCB	109511	0	0.00324998
UCB	109515	0	0.0385284
UCB	109510	0	0.0350307
UCB	109508	0	0.00529508
UCB	109492	0	0.0132199
UCB	109473	0	0.00573678
UCB	109495	0	0.0512491
UCB	109519	0	0.0721313
UCB	109453	0	0.00666611
UCB	109501	0	0.0101947
UCB	109503	0	0.0128271
UCB	109502	0	0.00258942
UCB	109509	0	0.0157951
UCB	109506	0	0.0430702
UCB	109513	0	0
UCB	109512	0	0.0417992
UCB	109484	0	0.00115909
UCB	109514	0	0.00686383
UCB	109510	0	0.0243702
UCB	109494	0	0.00779588
UCB	109511	0	0.0176941
UCB	109498	0	0.0483074
UCB	109515	0	0.0686491
UCB	109508	0	0.00529508
UCB	109473	0	0.00573678
UCB	109495	0	0.0512491
UCB	109519	0	0.0133459
UCB	109492	0	0.0380704
UCB	109453	0	0.00666611
UCB	109501	0	0.0254296
UCB	109514	0	0.00981706
UCB	109513	0	0.00236036
UCB	109512	0	0.0387683
UCB	109484	0	0.00115909
UCB	109510	0	0.00864214
UCB	109503	0	0.0353478
UCB	109502	0	0.0392914
UCB	109509	0	0.0157951
UCB	109506	0	0.0428681
UCB	109498	0	0.0555823
UCB	109515	0	0.00884482
UCB	109494	0	0.00779588
UCB	109511	0	0.0149766
UCB	109508	0	0.00529508
UCB	109510	0	0
UCB	109512	0	0.00707958
UCB	109484	0	0.00953153
UCB	109513	0	0.00236036
UCB	109514	0	0.0402287
UCB	109509	0	0.0148986
UCB	109506	0	0.0428681
UCB	109502	0	0.00753377
UCB	109503	0	0.0128271
UCB	109501	0	0.0569228
UCB	109495	0	0.0104911
UCB	109453	0	0.0380794
UCB	109473	0	0.00573678
UCB	109492	0	0.0809678
UCB	109519	0	0.0860854
UCB	109508	0	0.00529508
UCB	109511	0	0.0149766
UCB	109498	0	0.0237137
UCB	109515	0	0.0686491
UCB	109494	0	0.000777971
UCB	109510	0	0.0444721
UCB	109514	0	0.0284807
UCB	109484	1	0.00115909
UCB	109484	0	0.0535884
UCB	109484	0	0.0347927
UCB	109484	0	0.00953153
UCB	109484	0	0.00953153
UCB	109484	0	0.0535884
UCB	109513	0	0.00455959
UCB	109512	0	0.00707958
UCB	109484	0	0.0347927
UCB	109503	0	0.0128271
UCB	109506	0	0.0430702
UCB	109502	0	0.00753377
UCB	109509	0	0.0174353
UCB	109508	0	0.00529508
UCB	109495	0	0.0104911
UCB	109473	0	0.00573678
UCB	109492	0	0.0773944
UCB	109519	0	0.0133459
UCB	109453	1	0.0100525
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109453	0	0.0177105
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109501	0	0.0394259
UCB	109510	0	0
UCB	109515	0	0.00884482
UCB	109453	0	0.00666611
UCB	109494	1	0.000777971
UCB	109494	0	0.000777971
UCB	109494	0	0.00779588
UCB	109494	0	0.0416231
UCB	109494	0	0.00779588
UCB	109494	0	0.0416231
UCB	109494	0	0.0201774
UCB	109511	0	0.0149766
UCB	109498	0	0.0114467
UCB	109514	0	0.00981706
UCB	109512	0	0.00707958
UCB	109513	0	0.00236036
UCB	109484	0	0.00953153
UCB	109508	1	0.0159609
UCB	109508	0	0.00529508
UCB	109508	0	0.00529508
UCB	109508	0	0.00259729
UCB	109508	0	0.0159609
UCB	109508	0	0.00529508
UCB	109494	0	0.0280363
UCB	109502	0	0.0389584
UCB	109506	0	0.0430702
UCB	109509	0	0.0603849
UCB	109503	1	0
UCB	109503	0	0.0128271
UCB	109503	0	0.0128271
UCB	109503	0	0
UCB	109503	0	0.0128271
UCB	109503	0	0
UCB	109503	0	0.0353478
UCB	109510	0	0.0243702
UCB	109508	0	0.00529508
UCB	109495	0	0.0104911
UCB	109473	0	0.00573678
UCB	109501	0	0.0254296
UCB	109519	0	0.0133459
UCB	109492	0	0.0132199
UCB	109515	0	0.00884482
UCB	109498	0	0.0114467
UCB	109453	0	0.0177105
UCB	109511	0	0.0149766
UCB	109484	0	0.00953153
UCB	109513	0	0.00236036
UCB	109512	0	0.00707958
UCB	109503	0	0
UCB	109514	0	0.00686383
UCB	109494	0	0.0280363
UCB	109506	0	0.0448069
UCB	109502	0	0.0392914
UCB	109509	0	0.0157951
UCB	109508	0	0.00259729
UCB	109510	0	0
UCB	109519	0	0.0133459
UCB	109495	0	0.0104911
UCB	109473	0	0.0558866
UCB	109492	0	0.0380704
UCB	109501	0	0.0101947
UCB	109453	0	0.00666611
UCB	109511	0	0.00324998
UCB	109515	0	0.0761093
UCB	109498	0	0.0114467
UCB	109484	0	0.00953153
UCB	109512	0	0.00707958
UCB	109514	0	0.00686383
UCB	109513	0	0.00236036
UCB	109503	0	0
UCB	109510	0	0
UCB	109508	0	0.00529508
UCB	109509	0	0.0148986
UCB	109502	0	0.0392914
UCB	109506	0	0.0126482
UCB	109494	0	0.0416231
UCB	109484	0	0.0347927
UCB	109515	0	0.0385284
UCB	109498	0	0.0555823
UCB	109511	0	0.0149766
UCB	109453	0	0.00666611
UCB	109473	0	0.00573678
UCB	109492	0	0.0132199
UCB	109519	0	0.0133459
UCB	109495	0	0.0527603
UCB	109501	0	0.0101947
UCB	109503	0	0.0128271
UCB	109514	0	0.0284807
UCB	109513	0	0.00236036
UCB	109512	0	0.00707958
UCB	109510	0	0
UCB	109508	0	0.00529508
UCB	109494	0	0.0416231
UCB	109509	0	0.0148986
UCB	109502	0	0.0360025
UCB	109506	0	0.0430702
UCB	109484	0	0.0535884
UCB	109508	0	0.00259729
UCB	109510	0	0.0350307
UCB	109513	0	0.00236036
UCB	109512	0	0.0387683
UCB	109503	0	0.0128271
UCB	109514	0	0.00686383
UCB	109511	0	0.0149766
UCB	109515	0	0.00884482
UCB	109453	0	0.0100525
UCB	109498	0	0.0114467
UCB	109473	0	0.0558866
UCB	109495	0	0.0104911
UCB	109501	0	0.0627377
UCB	109492	0	0.0809678
UCB	109519	0	0.0133459
UCB	109502	0	0.00753377
UCB	109494	1	0.0416231
UCB	109494	0	0.00779588
UCB	109494	0	0.00779588
UCB	109494	0	0.00779588
UCB	109494	0	0.00779588
UCB	109494	0	0.0201774
UCB	109494	0	0.00779588
UCB	109506	0	0.017657
UCB	109509	0	0.0148986
UCB	109484	0	0.00115909
UCB	109508	0	0.0340762
UCB	109510	0	0.00864214
UCB	109503	0	0.0353478
UCB	109494	0	0.0280363
UCB	109514	0	0.00686383
UCB	109513	0	0.00236036
UCB	109512	0	0.00707958
UCB	109511	0	0.0149766
UCB	109515	0	0.0761093
UCB	109453	0	0.0486601
UCB	109498	0	0.0114467
UCB	109519	0	0.0860854
UCB	109495	0	0.0288989
UCB	109473	0	0.0172018
UCB	109492	0	0.0380704
UCB	109501	0	0.0101947
UCB	109502	0	0.00753377
UCB	109506	0	0.0126482
UCB	109509	0	0.0148986
UCB	109510	0	0
UCB	109508	0	0.00529508
UCB	109484	0	0.0340802
UCB	109512	0	0.0160612
UCB	109514	0	0.00686383
UCB	109513	0	0
UCB	109503	0	0.0128271
UCB	109494	0	0.00779588
UCB	109453	0	0.0100525
UCB	109511	0	0.00324998
UCB	109515	0	0.00884482
UCB	109498	0	0.053894
UCB	109510	0	0.00864214
UCB	109508	0	0.0159609
UCB	109509	0	0.0148986
UCB	109502	0	0.00753377
UCB	109506	0	0.0126482
UCB	109492	0	0.0809678
UCB	109495	0	0.0512491
UCB	109473	0	0.00573678
UCB	109501	0	0.0101947
UCB	109519	0	0.0133459
UCB	109484	0	0.00953153
UCB	109514	0	0.00686383
UCB	109512	0	0.00707958
UCB	109513	0	0.00455959
UCB	109494	0	0.0201774
UCB	109503	0	0
UCB	109508	0	0.00529508
UCB	109510	0	0.0243702
UCB	109498	0	0.0114467
UCB	109515	0	0.00884482
UCB	109453	0	0.00666611
UCB	109511	0	0.0149766
UCB	109502	0	0.00753377
UCB	109509	0	0.0603849
UCB	109506	0	0.0126482
UCB	109484	0	0.0340802
UCB	109473	0	0.0172018
UCB	109495	0	0.0104911
UCB	109519	0	0.0353085
UCB	109501	0	0.0254296
UCB	109492	0	0.0635443
UCB	109514	0	0.018903
UCB	109503	0	0
UCB	109512	0	0.0458757
UCB	109513	0	0.00236036
UCB	109494	0	0.00779588
UCB	109508	0	0.00529508
UCB	109510	0	0
UCB	109484	0	0.0340802
UCB	109453	0	0.00666611
UCB	109511	0	0.0132455
UCB	109515	0	0.00884482
UCB	109498	0	0.0114467
UCB	109506	0	0.017657
UCB	109509	0	0.0157951
UCB	109502	0	0.00753377
UCB	109492	0	0.0132199
UCB	109473	0	0.0360353
UCB	109519	0	0.0525618
UCB	109501	0	0.0254296
UCB	109495	0	0.0104911
UCB	109514	0	0.00686383
UCB	109494	1	0.0201774
UCB	109494	0	0.00779588
UCB	109494	0	0.000777971
UCB	109494	0	0.00779588
UCB	109494	0	0.00779588
UCB	109494	0	0.00779588
UCB	109494	0	0.00779588
UCB	109512	0	0.0417992
UCB	109503	0	0.0128271
UCB	109513	0	0.0253484
UCB	109510	0	0.00864214
UCB	109508	0	0.00529508
UCB	109494	0	0.00779588
UCB	109484	1	0.0340802
UCB	109484	0	0.00115909
UCB	109484	0	0.00953153
UCB	109484	0	0.00953153
UCB	109484	0	0.00953153
UCB	109484	0	0.00953153
UCB	109484	0	0.00953153
UCB	109453	0	0.0100525
UCB	109511	0	0.0176941
UCB	109515	0	0.00884482
UCB	109498	0	0.0555823
UCB	109506	0	0.0126482
UCB	109502	0	0.00753377
UCB	109509	0	0.0148986
UCB	109510	0	0.0350307
UCB	109508	0	0.00529508
UCB	109514	0	0.00686383
UCB	109503	0	0.0353478
UCB	109512	0	0.00707958
UCB	109513	0	0.00236036
UCB	109484	0	0.00953153
UCB	109501	0	0.0569228
UCB	109473	0	0.0513396
UCB	109495	0	0.0527603
UCB	109519	0	0.0525618
UCB	109492	0	0.0773944
UCB	109494	0	0.00779588
UCB	109502	0	0.00753377
UCB	109506	0	0.0126482
UCB	109509	0	0.0148986
UCB	109515	0	0.00884482
UCB	109453	0	0.0486601
UCB	109498	0	0.053894
UCB	109511	0	0.0132455
UCB	109508	0	0.0165401
UCB	109510	0	0.0243702
UCB	109503	0	0
UCB	109512	0	0.00707958
UCB	109514	0	0.00686383
UCB	109513	0	0
UCB	109484	0	0.00953153
UCB	109501	0	0.0394259
UCB	109473	0	0.00573678
UCB	109492	0	0.0635443
UCB	109519	0	0.0860854
UCB	109495	0	0.0104911
UCB	109494	0	0.00779588
UCB	109508	0	0.00529508
UCB	109510	0	0
UCB	109506	0	0.0126482
UCB	109502	0	0.00753377
UCB	109509	0	0.0148986
UCB	109453	0	0.00666611
UCB	109511	0	0.0149766
UCB	109515	0	0.00884482
UCB	109498	0	0.0114467
UCB	109484	0	0.00953153
UCB	109503	0	0
UCB	109513	0	0.00236036
UCB	109512	0	0.0160612
UCB	109514	0	0.00981706
UCB	109494	0	0.000777971
UCB	109492	0	0.0635443
UCB	109495	0	0.0288989
UCB	109501	0	0.0101947
UCB	109473	0	0.00573678
UCB	109519	0	0.0721313
UCB	109508	0	0.0340762
UCB	109510	0	0
UCB	109484	0	0.0340802
UCB	109509	0	0.0148986
UCB	109506	0	0.017657
UCB	109502	0	0.00753377
UCB	109514	0	0.00686383
UCB	109503	0	0.0128271
UCB	109512	0	0.0160612
UCB	109513	0	0.00236036
UCB	109498	0	0.0483074
UCB	109453	1	0.0486601
UCB	109453	0	0.0177105
UCB	109453	0	0.0486601
UCB	109453	0	0.0177105
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109515	0	0.00884482
UCB	109511	0	0.00324998
UCB	109494	0	0.00779588
UCB	109508	0	0.00259729
UCB	109510	0	0
UCB	109495	0	0.0104911
UCB	109519	0	0.0133459
UCB	109473	0	0.00573678
UCB	109501	0	0.0394259
UCB	109492	0	0.0380704
UCB	109484	0	0.00115909
UCB	109506	0	0.0448069
UCB	109502	0	0.00753377
UCB	109509	0	0.0148986
UCB	109453	0	0.0177105
UCB	109512	1	0.0417992
UCB	109512	0	0.0417992
UCB	109512	0	0.0387683
UCB	109512	0	0.0387683
UCB	109512	0	0.0160612
UCB	109512	0	0.00707958
UCB	109512	0	0.0160612
UCB	109514	0	0.00686383
UCB	109513	0	0
UCB	109503	0	0.0128271
UCB	109511	0	0.00324998
UCB	109498	0	0.0114467
UCB	109515	0	0.00884482
UCB	109494	0	0.00779588
UCB	109512	0	0.0458757
UCB	109508	0	0.0340762
UCB	109510	0	0.0350307
UCB	109484	0	0.00953153
UCB	109501	0	0.0569228
UCB	109495	0	0.0288989
UCB	109473	0	0.0558866
UCB	109519	0	0.0525618
UCB	109492	0	0.0132199
UCB	109506	0	0.0448069
UCB	109509	0	0.0157951
UCB	109502	0	0.0392914
UCB	109453	0	0.00666611
UCB	109503	0	0.0128271
UCB	109513	0	0.00236036
UCB	109514	1	0.00981706
UCB	109514	0	0.00686383
UCB	109514	0	0.0402287
UCB	109514	0	0.00981706
UCB	109514	0	0.00686383
UCB	109514	0	0.018903
UCB	109514	0	0.00686383
UCB	109510	0	0.0243702
UCB	109508	0	0.00529508
UCB	109512	0	0.00707958
UCB	109494	0	0.00779588
UCB	109514	0	0.00686383
UCB	109498	0	0.0114467
UCB	109515	0	0.00884482
UCB	109511	0	0.0471463
UCB	109484	0	0.00953153
UCB	109503	0	0
UCB	109513	0	0.00236036
UCB	109502	0	0.0360025
UCB	109509	0	0.0603849
UCB	109506	0	0.0126482
UCB	109453	0	0.0100525
UCB	109473	0	0.0360353
UCB	109501	0	0.0394259
UCB	109492	0	0.0132199
UCB	109495	0	0.0512491
UCB	109519	0	0.0353085
UCB	109510	0	0
UCB	109508	0	0.00529508
UCB	109494	0	0.0280363
UCB	109512	0	0.0417992
UCB	109514	0	0.0284807
UCB	109511	0	0.0149766
UCB	109515	0	0.073355
UCB	109498	0	0.0483074
UCB	109484	0	0.00115909
UCB	109510	0	0
UCB	109508	0	0.00529508
UCB	109513	0	0.00236036
UCB	109503	0	0.0128271
UCB	109506	0	0.0126482
UCB	109453	0	0.0486601
UCB	109509	0	0.0148986
UCB	109502	0	0.00753377
UCB	109512	0	0.00707958
UCB	109514	0	0.00981706
UCB	109494	1	0.0201774
UCB	109494	0	0.00779588
UCB	109494	0	0.0201774
UCB	109494	0	0.00779588
UCB	109494	0	0.0280363
UCB	109494	0	0.0280363
UCB	109494	0	0.0280363
UCB	109492	0	0.0809678
UCB	109473	0	0.0172018
UCB	109495	0	0.0104911
UCB	109519	0	0.0860854
UCB	109501	0	0.0101947
UCB	109484	0	0.00115909
UCB	109494	0	0.00779588
UCB	109515	0	0.073355
UCB	109498	0	0.0114467
UCB	109511	0	0.0149766
UCB	109510	0	0
UCB	109508	0	0.0340762
UCB	109513	0	0.052577
UCB	109503	1	0
UCB	109503	0	0.0128271
UCB	109503	0	0
UCB	109503	0	0.0128271
UCB	109503	0	0
UCB	109503	0	0
UCB	109503	0	0.0128271
UCB	109514	0	0.0402287
UCB	109503	0	0.0353478
UCB	109512	0	0.0160612
UCB	109453	0	0.0100525
UCB	109502	0	0.00753377
UCB	109509	0	0.0603849
UCB	109506	0	0.0126482
UCB	109484	0	0.00953153
UCB	109494	0	0.00779588
UCB	109492	0	0.0132199
UCB	109495	0	0.0288989
UCB	109473	0	0.0172018
UCB	109501	0	0.0627377
UCB	109519	0	0.0133459
UCB	109515	0	0.00884482
UCB	109498	0	0.0237137
UCB	109511	0	0.00324998
UCB	109508	0	0.00529508
UCB	109510	0	0
UCB	109513	0	0.00455959
UCB	109503	0	0
UCB	109514	1	0.0284807
UCB	109514	0	0.00686383
UCB	109514	0	0.018903
UCB	109514	0	0.0284807
UCB	109514	0	0.00686383
UCB	109514	0	0.00686383
UCB	109514	0	0.00686383
UCB	109512	0	0.00707958
UCB	109506	0	0.0448069
UCB	109453	0	0.0486601
UCB	109509	0	0.0148986
UCB	109502	0	0.00753377
UCB	109494	0	0.00779588
UCB	109484	0	0.00953153
UCB	109514	0	0.0402287
UCB	109519	0	0.0860854
UCB	109501	0	0.0101947
UCB	109492	0	0.0132199
UCB	109473	0	0.0172018
UCB	109495	1	0.0288989
UCB	109495	0	0.0104911
UCB	109495	0	0.0104911
UCB	109495	0	0.0104911
UCB	109495	0	0.0104911
UCB	109495	0	0.0288989
UCB	109495	0	0.0512491
UCB	109495	0	0.0104911
UCB	109508	0	0.0159609
UCB	109510	0	0
UCB	109515	0	0.0385284
UCB	109495	0	0.0104911
UCB	109511	0	0.0132455
UCB	109498	0	0.0114467
UCB	109513	0	0.0253484
UCB	109503	0	0.0128271
UCB	109512	0	0.00707958
UCB	109484	0	0.00953153
UCB	109494	0	0.0280363
UCB	109514	0	0.018903
UCB	109506	1	0.0428681
UCB	109506	0	0.017657
UCB	109506	0	0.0126482
UCB	109506	0	0.017657
UCB	109506	0	0.0430702
UCB	109506	0	0.0126482
UCB	109506	0	0.0126482
UCB	109506	0	0.0428681
UCB	109502	0	0.0389584
UCB	109509	0	0.0148986
UCB	109453	0	0.0486601
UCB	109510	0	0.0350307
UCB	109508	0	0.00529508
UCB	109492	0	0.0132199
UCB	109519	1	0.0133459
UCB	109519	0	0.0353085
UCB	109519	0	0.0133459
UCB	109519	0	0.0133459
UCB	109519	0	0.0860854
UCB	109519	0	0.0133459
UCB	109519	0	0.0133459
UCB	109519	0	0.0353085
UCB	109473	0	0.00573678
UCB	109501	0	0.0101947
UCB	109519	0	0.0133459
UCB	109511	0	0.0149766
UCB	109515	0	0.0761093
UCB	109495	0	0.0104911
UCB	109498	0	0.0237137
UCB	109512	0	0.0458757
UCB	109503	0	0.0353478
UCB	109513	0	0.00236036
UCB	109506	0	0.017657
UCB	109514	0	0.00686383
UCB	109494	0	0.00779588
UCB	109484	0	0.00953153
UCB	109453	0	0.0177105
UCB	109509	0	0.0603849
UCB	109502	0	0.00753377
UCB	109508	0	0.0159609
UCB	109510	0	0
UCB	109473	0	0.0360353
UCB	109501	0	0.0101947
UCB	109492	0	0.0380704
UCB	109512	0	0.00707958
UCB	109503	0	0.0128271
UCB	109498	0	0.0114467
UCB	109515	0	0.0686491
UCB	109495	0	0.0512491
UCB	109519	0	0.0133459
UCB	109511	0	0.0149766
UCB	109513	0	0.0253484
UCB	109506	0	0.0126482
UCB	109514	0	0.00981706
UCB	109494	0	0.00779588
UCB	109484	0	0.00953153
UCB	109510	0	0.0350307
UCB	109508	0	0.00529508
UCB	109453	0	0.00666611
UCB	109502	0	0.00753377
UCB	109509	0	0.0148986
UCB	109503	0	0.0353478
UCB	109512	0	0.00707958
UCB	109494	0	0.000777971
UCB	109514	0	0.0402287
UCB	109484	0	0.00953153
UCB	109506	0	0.0430702
UCB	109513	0	0.0253484
UCB	109519	0	0.0133459
UCB	109511	0	0.0149766
UCB	109495	0	0.0527603
UCB	109498	0	0.053894
UCB	109515	0	0.00884482
UCB	109492	0	0.0132199
UCB	109501	0	0.0569228
UCB	109473	0	0.00573678
UCB	109508	0	0.00529508
UCB	109510	0	0
UCB	109502	0	0.0389584
UCB	109453	0	0.0486601
UCB	109509	0	0.0148986
UCB	109512	0	0.0160612
UCB	109503	0	0
UCB	109494	0	0.000777971
UCB	109514	0	0.00686383
UCB	109484	0	0.00953153
UCB	109508	0	0.0165401
UCB	109510	0	0
UCB	109513	0	0.00236036
UCB	109506	0	0.0448069
UCB	109519	0	0.0133459
UCB	109498	0	0.0114467
UCB	109515	0	0.0761093
UCB	109511	1	0.0471463
UCB	109511	0	0.0149766
UCB	109511	0	0.0132455
UCB	109511	0	0.0471463
UCB	109511	0	0.0149766
UCB	109511	0	0.0132455
UCB	109511	0	0.00324998
UCB	109511	0	0.0149766
UCB	109495	0	0.0104911
UCB	109501	0	0.0101947
UCB	109492	0	0.0132199
UCB	109473	0	0.0360353
UCB	109453	0	0.0177105
UCB	109511	0	0.0149766
UCB	109509	0	0.0157951
UCB	109502	0	0.00753377
UCB	109514	0	0.0402287
UCB	109494	0	0.00779588
UCB	109484	0	0.00953153
UCB	109503	1	0
UCB	109503	0	0.0128271
UCB	109503	0	0.0128271
UCB	109503	0	0.0128271
UCB	109503	0	0.0128271
UCB	109503	0	0.0128271
UCB	109503	0	0.0128271
UCB	109503	0	0
UCB	109512	0	0.0160612
UCB	109508	0	0.0159609
UCB	109510	0	0
UCB	109513	0	0.052577
UCB	109506	0	0.0126482
UCB	109515	0	0.00884482
UCB	109495	0	0.0104911
UCB	109519	0	0.0353085
UCB	109498	0	0.0114467
UCB	109473	0	0.00573678
UCB	109492	0	0.0635443
UCB	109501	0	0.0569228
UCB	109502	0	0.00753377
UCB	109453	0	0.0177105
UCB	109509	0	0.0148986
UCB	109511	0	0.0149766
UCB	109503	0	0.0128271
UCB	109514	0	0.00686383
UCB	109494	0	0.0416231
UCB	109484	0	0.00953153
UCB	109512	0	0.0458757
UCB	109510	0	0.0243702
UCB	109508	0	0.00529508
UCB	109513	0	0.00236036
UCB	109506	0	0.0126482
UCB	109519	0	0.0133459
UCB	109498	0	0.0114467
UCB	109495	0	0.0512491
UCB	109515	0	0.073355
UCB	109502	0	0.00753377
UCB	109509	0	0.0148986
UCB	109453	0	0.0100525
UCB	109511	0	0.0471463
UCB	109473	0	0.0360353
UCB	109501	0	0.0254296
UCB	109492	0	0.0635443
UCB	109514	0	0.00686383
UCB	109484	0	0.0347927
UCB	109503	0	0.0128271
UCB	109494	0	0.0416231
UCB	109510	0	0.00864214
UCB	109508	0	0.00529508
UCB	109512	0	0.0160612
UCB	109506	1	0.0428681
UCB	109506	0	0.0126482
UCB	109506	0	0.0126482
UCB	109506	0	0.0126482
UCB	109506	0	0.0126482
UCB	109506	0	0.0126482
UCB	109506	0	0.0126482
UCB	109506	0	0.0428681
UCB	109513	0	0.00236036
UCB	109498	0	0.0483074
UCB	109515	0	0.00884482
UCB	109519	0	0.0721313
UCB	109495	0	0.0104911
UCB	109503	0	0.0128271
UCB	109494	0	0.0280363
UCB	109484	0	0.00115909
UCB	109514	0	0.00686383
UCB	109510	0	0
UCB	109508	0	0.00259729
UCB	109509	0	0.0603849
UCB	109502	0	0.00753377
UCB	109511	0	0.0132455
UCB	109453	0	0.00666611
UCB	109512	0	0.00707958
UCB	109506	0	0.0430702
UCB	109492	0	0.0132199
UCB	109501	0	0.0101947
UCB	109473	0	0.00573678
UCB	109513	0	0.00236036
UCB	109510	0	0
UCB	109508	0	0.00529508
UCB	109503	0	0.0128271
UCB	109494	1	0.0280363
UCB	109494	0	0.0280363
UCB	109494	0	0.00779588
UCB	109494	0	0.0416231
UCB	109494	0	0.00779588
UCB	109494	0	0.0201774
UCB	109494	0	0.0201774
UCB	109494	0	0.0280363
UCB	109484	0	0.00953153
UCB	109514	0	0.0284807
UCB	109498	0	0.0237137
UCB	109495	0	0.0104911
UCB	109519	0	0.0721313
UCB	109515	1	0.00884482
UCB	109515	0	0.073355
UCB	109515	0	0.073355
UCB	109515	0	0.0385284
UCB	109515	0	0.0686491
UCB	109515	0	0.073355
UCB	109515	0	0.073355
UCB	109515	0	0.0761093
UCB	109506	0	0.017657
UCB	109512	0	0.00707958
UCB	109502	0	0.00258942
UCB	109453	0	0.00666611
UCB	109511	0	0.0149766
UCB	109515	0	0.00884482
